name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Chicago,United States",11/10/2021,56.7,39.6,50.5,56.7,39.2,50.1,41.2,71.1,0,0,0,,0,0,21.9,13.5,111.3,1018.5,76,9.5,87.7,3.6,2,,2021-11-10T06:34:25,2021-11-10T16:34:04,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",11/11/2021,56.8,43.1,51,56.8,37.3,48.5,41.1,69.1,0.469,100,16.67,rain,0,0,34.5,19.4,210.4,1004.1,82.5,9,23,0.7,0,,2021-11-11T06:35:39,2021-11-11T16:33:04,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",11/12/2021,43,34.9,38.6,37,24.5,30.5,30.3,72.1,0.054,100,29.17,"rain,snow",0,0,36.7,20.4,235.5,1007.4,94.5,9.1,48.4,1.9,1,,2021-11-12T06:36:53,2021-11-12T16:32:06,0.3,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",11/13/2021,39.4,33.9,37.8,32.1,26.1,30.1,28.8,70,0.012,100,16.67,rain,0,0,24.2,15.7,270.3,1014,99.7,9.5,37.7,1.4,1,,2021-11-13T06:38:07,2021-11-13T16:31:10,0.35,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72534014819,AP878,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",11/14/2021,37.8,34,36,30.2,24.2,26.9,28.5,74.4,0.021,100,16.67,rain,0,0,34.8,22.5,276.6,1009.9,91.9,9.2,22.5,0.8,0,,2021-11-14T06:39:21,2021-11-14T16:30:15,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72534014819,AP878,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",11/15/2021,35.9,30.5,33.4,35.9,24.2,28.7,23,65.4,0.002,100,8.33,"rain,snow",0,0,20.8,10.8,267.3,1019.6,93.8,9.7,31.2,1.2,1,,2021-11-15T06:40:34,2021-11-15T16:29:23,0.43,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",11/16/2021,55.5,31.4,42.1,55.5,28.8,38.7,32.8,70.1,0,0,0,,0,0,30.6,15.7,144.2,1015.8,85.6,9.4,103.2,3.9,4,,2021-11-16T06:41:48,2021-11-16T16:28:33,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",11/17/2021,61.7,42.6,54.2,61.7,35,52.2,45.8,74,0.158,100,29.17,rain,0,0,29.1,15.6,244.7,1010.3,99.2,8.3,7,0,0,,2021-11-17T06:43:01,2021-11-17T16:27:45,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72534014819,AP878,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",11/18/2021,40.9,32.9,34.7,32.3,21.5,24.8,18.8,52.1,0,0,0,,0,0,35.5,22.1,278.5,1023.1,71.9,9.8,56.4,2,2,,2021-11-18T06:44:13,2021-11-18T16:26:58,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",11/19/2021,39.8,26.8,34.2,33.8,19.8,27.8,18.3,52.5,0,0,0,,0,0,23,13.9,210.8,1031.1,57.4,9.9,114.9,4.4,4,,2021-11-19T06:45:25,2021-11-19T16:26:14,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",11/20/2021,50.1,36.1,42.1,50.1,28,37,26.8,54.7,0,0,0,,0,0,24.2,14.2,201.9,1022.1,88.6,9.9,64.3,2.4,2,,2021-11-20T06:46:37,2021-11-20T16:25:32,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",11/21/2021,55,32.5,42.6,55,22.4,38.9,26.8,56.3,0.008,100,4.17,rain,0,0,41.5,26.8,278.9,1017.7,59.9,9.8,96.1,3.9,3,,2021-11-21T06:47:49,2021-11-21T16:24:52,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",11/22/2021,36.7,23.9,30.2,27.9,15.8,21.7,7.6,39.2,0,0,0,,0,0,25.5,16.1,289.4,1023.2,31.1,9.9,145.6,5.7,4,,2021-11-22T06:48:59,2021-11-22T16:24:14,0.54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",11/23/2021,43.2,25.1,34.1,36.2,19.6,28.4,13.2,43.4,0,0,0,,0,0,30.2,17.8,198.8,1022.3,34.4,9.9,119.8,4.7,4,,2021-11-23T06:50:09,2021-11-23T16:23:38,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",11/24/2021,53.1,37.4,45.6,53.1,28.4,41,29.8,54.3,0.041,100,8.33,rain,0,0,34.3,20.1,200.1,1014.8,77.1,9.9,49.2,2,1,,2021-11-24T06:51:19,2021-11-24T16:23:04,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,AP878,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",11/25/2021,48,25.6,39.3,46.9,13.3,31.6,30.8,71.7,0.031,100,8.33,rain,0,0,29,19.1,315.3,1019,98.5,9.6,20.9,0.7,0,,2021-11-25T06:52:28,2021-11-25T16:22:33,0.66,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",11/26/2021,30,19.2,25.4,29.9,8.6,17.6,8.3,48.5,0,0,0,,0,0,29.7,19.9,281.4,1023.1,68.3,9.9,74.5,2.9,1,,2021-11-26T06:53:36,2021-11-26T16:22:04,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",11/27/2021,41.6,30.2,35.7,37.3,23.4,28.7,23.5,61,0,0,0,,0,0,25.3,14.8,222.8,1012.4,76.5,9.9,61.4,2.4,1,,2021-11-27T06:54:43,2021-11-27T16:21:37,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",11/28/2021,40.2,28.6,33.4,32.4,21,26.5,16.1,50.8,0,0,0,,0,0,31.4,19.6,299.4,1017.9,21.1,9.9,116.3,4.6,3,,2021-11-28T06:55:50,2021-11-28T16:21:13,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",11/29/2021,41,26,34.8,33.4,20.2,28.4,16.9,48.4,0,0,0,,0,0,28.1,16.5,200.1,1016,83.2,9.9,46.4,1.8,1,,2021-11-29T06:56:55,2021-11-29T16:20:50,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",11/30/2021,53.2,34.3,42,53.2,28.5,38.1,24.4,50.6,0,0,0,,0,0,21.9,13.7,296.3,1016.3,33.4,9.9,122.4,4.7,4,,2021-11-30T06:58:00,2021-11-30T16:20:30,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/1/2021,47.9,35.1,43.2,43.1,33.3,39.2,34.4,71.1,0,0,0,,0,0,25.3,13.6,194.2,1013,93,9.8,40,1.3,1,,2021-12-01T06:59:03,2021-12-01T16:20:13,0.95,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",12/2/2021,57.6,45.6,51,57.6,42.8,50.4,30.9,47.6,0,0,0,,0,0,31.1,17.3,273.1,1010,73.4,9.9,122.5,4.4,3,,2021-12-02T07:00:05,2021-12-02T16:19:58,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",12/3/2021,49.5,39.7,45.1,45.7,34.7,41.5,33.6,64.5,0,0,0,,0,0,,11.1,62.7,1017.8,76.8,9.8,44.9,1.6,1,,2021-12-03T07:01:07,2021-12-03T16:19:45,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",12/4/2021,44.6,32,37.9,38.8,25.4,32.8,17.4,50.7,0,0,0,,0,0,18.3,13.4,320.3,1025.5,80.5,8.3,80.9,3.3,2,,2021-12-04T07:02:07,2021-12-04T16:19:34,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/5/2021,42.4,35.2,38.5,39.5,27.5,32.3,26,64.3,0.193,100,37.5,"rain,snow",0,0,27.9,21,142,1012.5,99,7.5,9.8,0.1,0,,2021-12-05T07:03:05,2021-12-05T16:19:26,0.01,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/6/2021,38,16.1,30,32.2,2.7,18.1,13.7,51.5,0,0,0,,0,0,39.5,25.4,281,1015.3,57.2,9.9,71.5,2.6,2,,2021-12-06T07:04:03,2021-12-06T16:19:20,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",12/7/2021,25.1,12.8,19.2,15.6,1.9,10.1,0,43,0,0,0,,0,0,20.8,13,219.1,1024.2,80,9.9,67.2,2.5,2,,2021-12-07T07:04:59,2021-12-07T16:19:17,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,C8740,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/8/2021,35.5,24.8,29.4,30.3,14.1,22.5,15.9,57.5,0,0,0,,0,0,20.8,12.7,242.6,1016.4,68.7,9.9,97.9,3.9,2,,2021-12-08T07:05:53,2021-12-08T16:19:16,0.12,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",12/9/2021,45.9,28.4,38.1,44.4,20.1,32.1,25.5,60.9,0,0,0,,0,0,27.6,15,166.2,1010,92.2,9.7,28.5,1,1,,2021-12-09T07:06:46,2021-12-09T16:19:17,0.17,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",12/10/2021,59,35.5,43.9,59,34.4,41.1,37.4,78,0.821,100,33.33,rain,0,0,35.9,20.6,93.3,1006.9,81.3,7.9,66,2.4,1,,2021-12-10T07:07:38,2021-12-10T16:19:21,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,AP878,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",12/11/2021,58.5,33.2,42.1,58.5,23.3,35,31.4,66.3,0,0,0,,0,0,60.2,33.9,257.6,1003.4,55.4,9.7,79.8,2.9,2,,2021-12-11T07:08:28,2021-12-11T16:19:27,0.27,Partially cloudy,Partly cloudy throughout the day.,wind,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/12/2021,49.5,30.8,40.1,44.2,23.4,32.9,23.3,52.3,0,0,0,,0,0,33,19.1,213.1,1019.6,40.9,9.9,110.4,4.4,3,,2021-12-12T07:09:16,2021-12-12T16:19:36,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",12/13/2021,49,36.4,41.5,46.6,28.6,36.9,27.9,59,0,0,0,,0,0,26.4,13.7,225.3,1022.9,34.5,9.9,106.5,4.2,3,,2021-12-13T07:10:02,2021-12-13T16:19:47,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",12/14/2021,54.2,33,44.9,54.2,28.7,43.5,34.2,67.4,0.061,100,12.5,rain,0,0,30,15.9,152.2,1025.5,65.6,9.3,86,3.2,2,,2021-12-14T07:10:47,2021-12-14T16:20:00,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,C8740,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/15/2021,65.6,50.8,60.3,65.6,50.8,60.3,53.5,78.4,0.013,100,4.17,rain,0,0,55.5,35.9,194,1011.2,100,9.6,32.1,1,1,,2021-12-15T07:11:30,2021-12-15T16:20:16,0.44,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/16/2021,66,35.1,46.7,66,26.6,40,32.2,57.3,0.008,100,4.17,rain,0,0,52.8,29.2,243,1010.2,42.9,9.5,115.4,4.1,3,,2021-12-16T07:12:11,2021-12-16T16:20:34,0.47,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/17/2021,41.4,27.6,35.1,35.6,22.7,29,22.8,61.1,0,0,0,,0,0,19.7,13.6,38.1,1023.3,51.5,9.9,110.8,4.1,3,,2021-12-17T07:12:50,2021-12-17T16:20:54,0.49,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",12/18/2021,41.5,32.8,37.4,36.1,24.1,30.1,28.9,71.8,0.055,100,33.33,rain,0,0,23,14.6,4.8,1019.8,96.7,8.2,34.9,1.3,1,,2021-12-18T07:13:27,2021-12-18T16:21:17,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/19/2021,38.7,30.9,34,31.8,24.7,27.7,22.9,63.7,0,0,0,,0,0,23,12,232.2,1026.9,66.3,9.9,118.4,4.3,3,,2021-12-19T07:14:02,2021-12-19T16:21:42,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/20/2021,43.4,31,35.8,36.5,21.2,28.5,26.2,68.5,0,0,0,,0,0,27.9,16.5,226.4,1021.3,46.3,9.8,112.8,4.4,3,,2021-12-20T07:14:35,2021-12-20T16:22:09,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/21/2021,42.1,26.8,33.9,33.6,20.5,26.8,22.6,63.6,0,0,0,,0,0,33.7,19.9,266,1013,49.6,9.8,105.6,3.8,3,,2021-12-21T07:15:06,2021-12-21T16:22:38,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/22/2021,31.5,20.5,26.6,25.1,7.9,18,10.2,50.3,0,0,0,,0,0,29.6,14.5,280.1,1017.8,50.6,9.9,98.5,3.6,3,,2021-12-22T07:15:35,2021-12-22T16:23:09,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/23/2021,46.6,28.7,37.9,42.1,21.4,32,27.4,66,0,0,0,,0,0,25.3,14.2,191.7,1011.3,83.9,9.8,55.7,2,1,,2021-12-23T07:16:02,2021-12-23T16:23:43,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/24/2021,57.3,36,48.4,57.3,33.3,46.6,43.4,82.9,0,0,0,,0,0,27.7,14.6,183.6,1002.1,95.7,7.7,24.7,0.7,0,,2021-12-24T07:16:27,2021-12-24T16:24:19,0.63,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/25/2021,57,34.9,45.4,57,29.8,42.1,36,70.9,0.048,100,16.67,rain,0,0,21.9,15.2,10.8,1005.9,60,9.2,86.5,3.3,2,,2021-12-25T07:16:49,2021-12-25T16:24:56,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/26/2021,42.8,29.9,36.8,38.9,27.7,32.4,29,73.8,0.039,100,4.17,rain,0,0,33.7,19.8,80.6,1017.3,59.4,9.7,76,2.9,1,,2021-12-26T07:17:09,2021-12-26T16:25:36,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",12/27/2021,47.3,34.4,40.5,42.6,27.1,34.5,35.3,81.8,0.498,100,29.17,rain,0,0,33.4,20.6,269.1,1006.5,92.3,5.8,38.9,1.4,1,,2021-12-27T07:17:27,2021-12-27T16:26:18,0.78,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",12/28/2021,38.3,32.7,35.4,37.3,25.6,29.9,29,77.9,0.296,100,37.5,"rain,snow",0,0,,14.3,89.5,1008,97.4,5.6,9.2,0.2,0,,2021-12-28T07:17:43,2021-12-28T16:27:01,0.83,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72534014819,AP878,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",12/29/2021,37.5,30.7,35.5,32.8,23.8,29.2,26,69.3,0.016,100,4.17,"rain,snow",0,0,23,13.1,332.3,1012.6,94.9,8.3,84.6,2.9,2,,2021-12-29T07:17:56,2021-12-29T16:27:47,0.88,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"72534014819,AP878,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",12/30/2021,37.9,31.7,35.4,37.5,23.5,30.7,28.8,76.8,0.01,100,4.17,"rain,snow",0,0,,9.8,103.1,1012.1,99.9,7.2,42.7,1.4,1,,2021-12-30T07:18:07,2021-12-30T16:28:34,0.93,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",12/31/2021,45.1,34.4,39.7,41.7,28.7,34.8,33.7,79.2,0,0,0,,0,0,23,13,33.5,1007.3,98.6,6.4,56.7,2,2,,2021-12-31T07:18:16,2021-12-31T16:29:23,0.97,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/1/2022,40.9,29.6,34.8,33.4,16.7,24.3,29.7,81.7,0.09,100,41.67,"rain,snow",2,0.7,35.2,22.7,22.3,1010.1,100,4.6,12,0.5,0,,2022-01-01T07:18:23,2022-01-01T16:30:14,0.99,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72534014819,AP878,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago,United States",1/2/2022,29.1,15.9,23.5,20.7,6.8,13,16.1,73.1,0.032,100,20.83,"rain,snow",1.2,2.8,26.2,19,337,1021.5,66.5,7.9,79.4,2.7,2,,2022-01-02T07:18:27,2022-01-02T16:31:07,1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/3/2022,23.5,10.3,17.2,13.2,-0.2,6.9,5.7,61.3,0,0,0,,0.3,2.9,24.6,12.9,226.7,1028.2,11.3,9.9,139.8,5,3,,2022-01-03T07:18:28,2022-01-03T16:32:01,0,Clear,Clear conditions throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/4/2022,35.4,23.4,29.8,25.2,12.8,19.8,19.5,65.3,0,0,0,,0,2.8,33.1,19.4,190.8,1014.9,68.3,9.9,108,3.7,2,,2022-01-04T07:18:28,2022-01-04T16:32:57,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/5/2022,34.7,13.4,19.7,24.2,-6.4,3.7,10.3,66.4,0,0,0,,0,2.6,43.6,26.2,255.5,1007.4,93,6.1,96.3,3.5,2,,2022-01-05T07:18:25,2022-01-05T16:33:54,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/6/2022,15.9,6,11.2,1.4,-10.7,-3.8,2.2,66.7,0,0,0,,0,2.4,23.9,14.9,272.8,1020,41.8,9.6,127.7,4.4,3,,2022-01-06T07:18:19,2022-01-06T16:34:53,0.09,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/7/2022,14.5,0.6,8,4.3,-14.3,-4.5,-2.1,63.2,0,0,0,,0,2.3,,12,251.9,1027.9,38.4,9.9,146.9,5.3,3,,2022-01-07T07:18:12,2022-01-07T16:35:53,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/8/2022,35.5,14.6,24.3,30.3,2.3,13.3,15.5,69.3,0.024,100,20.83,"rain,snow",0,2.1,27.7,17.3,180.6,1021.5,73.1,7.5,51,1.8,1,,2022-01-08T07:18:02,2022-01-08T16:36:55,0.19,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/9/2022,35.4,11.4,24.8,30.5,-2.6,13.6,13,61.7,0.009,100,4.17,"rain,snow",0,1.7,32.8,19.1,289.7,1026.8,44.1,9.5,160.1,5.8,3,,2022-01-09T07:17:49,2022-01-09T16:37:58,0.24,"Snow, Rain, Partially cloudy",Clearing in the afternoon with early morning snow or rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/10/2022,18,8,13.9,6.3,-3.5,1.9,-3,46.9,0,0,0,,0,1.6,25.3,15,299.4,1035.1,39.6,9.8,162.5,5.9,3,,2022-01-10T07:17:35,2022-01-10T16:39:02,0.28,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/11/2022,36.9,6.4,21.2,28.4,-2.8,11.2,6.7,53.2,0,0,0,,0,1.5,36.4,22,200.5,1027.4,38.6,9.9,147.2,5.2,3,,2022-01-11T07:17:18,2022-01-11T16:40:07,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/12/2022,41.9,33,37.2,37.5,26.4,32.3,27.6,68.3,0,0,0,,0,1.1,23,13.4,232.6,1015.9,89.6,9.9,65.7,2.5,2,,2022-01-12T07:16:58,2022-01-12T16:41:13,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/13/2022,40.5,31.6,37,37.7,27,33.6,30.4,77,0,0,0,,0.1,0.7,,11.4,15.3,1014.5,95.6,9.1,59.7,2.2,1,,2022-01-13T07:16:37,2022-01-13T16:42:21,0.41,Overcast,Cloudy skies throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/14/2022,37.1,28.3,32.9,30.2,15.9,22.8,25.9,74.9,0.003,100,4.17,"rain,snow",0.9,0.8,29.1,18.2,40.8,1022.1,99.9,8.5,29.9,1.1,1,,2022-01-14T07:16:13,2022-01-14T16:43:29,0.45,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/15/2022,27.4,20.3,24.2,17.4,9.6,12.9,15.5,69.5,0.008,100,12.5,snow,0.4,1.3,25.6,18.5,59.2,1028.2,74.9,8.4,92.9,3.3,2,,2022-01-15T07:15:47,2022-01-15T16:44:38,0.47,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/16/2022,29.1,15.3,22.4,27.7,7.7,16.8,11.4,63.1,0.002,100,8.33,snow,0,1.3,19.7,13.4,298.8,1015.4,49.5,9.1,135.7,5,3,,2022-01-16T07:15:18,2022-01-16T16:45:49,0.49,"Snow, Partially cloudy",Becoming cloudy in the afternoon with late afternoon snow.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/17/2022,29.4,24.5,27.1,20.6,13.1,17,18.1,68.7,0,0,0,,0.7,1.1,25.3,16.8,302.8,1010.9,89.4,9.7,52.9,1.9,1,,2022-01-17T07:14:48,2022-01-17T16:47:00,0.5,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago,United States",1/18/2022,44.8,21.4,33.6,37.1,13.9,25.5,24.4,69.5,0,0,0,,0.4,1.3,33.6,21.2,200.8,1011.7,75,9.8,132.9,4.5,2,,2022-01-18T07:14:15,2022-01-18T16:48:11,0.5,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
